"Country or Area","Year","Area","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States Virgin Islands","1957","Total","Data tabulated by year of occurrence","Final figure, complete","1963","117","88"
"United States Virgin Islands","1956","Total","Data tabulated by year of occurrence","Final figure, complete","1963","129","88"
"United States Virgin Islands","1955","Total","Data tabulated by year of occurrence","Final figure, complete","1963","103","88"
"United States Virgin Islands","1954","Total","Data tabulated by year of occurrence","Final figure, complete","1963","123","88"
"United States Virgin Islands","1953","Total","Data tabulated by year of occurrence","Final figure, complete","1960","236","88"
"United States Virgin Islands","1952","Total","Data tabulated by year of occurrence","Final figure, complete","1960","343","88"
"United States Virgin Islands","1951","Total","Data tabulated by year of occurrence","Final figure, complete","1960","312","88"
"United States Virgin Islands","1950","Total","Data tabulated by year of occurrence","Final figure, complete","1960","271","88"
"United States Virgin Islands","1949","Total","Data tabulated by year of occurrence","Final figure, complete","1952","181","88"
"United States Virgin Islands","1948","Total","Data tabulated by year of occurrence","Final figure, complete","1952","143","88"
"Uruguay","2019","Total","Data tabulated by year of occurrence","Final figure, complete","2021","3020",""
"Uruguay","2018","Total","Data tabulated by year of occurrence","Final figure, complete","2020","3216",""
"Uruguay","2017","Total","Data tabulated by year of occurrence","Final figure, complete","2020","3219",""
"Uruguay","2016","Total","Data tabulated by year of occurrence","Final figure, complete","2020","3623",""
"Uruguay","2015","Total","Data tabulated by year of occurrence","Final figure, complete","2021","3725",""
"Uruguay","2014","Total","Data tabulated by year of occurrence","Final figure, complete","2021","3895",""
"Uruguay","2013","Total","Data tabulated by year of occurrence","Final figure, complete","2021","4355",""
"Uruguay","2012","Total","Data tabulated by year of occurrence","Final figure, complete","2021","4047",""
"Uruguay","2011","Total","Data tabulated by year of occurrence","Final figure, complete","2021","8007",""
"Uruguay","2004","Total","Data tabulated by year of registration","Provisional figure","2004","14300",""
"Uruguay","2003","Total","Data tabulated by year of registration","Provisional figure","2004","14003",""
"Uruguay","2002","Total","Data tabulated by year of registration","Final figure, complete","2003","6761",""
"Uruguay","2001","Total","Data tabulated by year of registration","Final figure, complete","2003","7409",""
"Uruguay","2000","Total","Data tabulated by year of registration","Final figure, complete","2001","6822",""
"Uruguay","1999","Total","Data tabulated by year of registration","Final figure, complete","2001","7002",""
"Uruguay","1998","Total","Data tabulated by year of registration","Final figure, complete","1999","6598",""
"Uruguay","1997","Total","Data tabulated by year of registration","Final figure, complete","1998","8347",""
"Uruguay","1996","Total","Data tabulated by year of registration","Final figure, complete","1998","6569",""
"Uruguay","1995","Total","Data tabulated by year of registration","Final figure, complete","1998","5710",""
"Uruguay","1994","Total","Data tabulated by year of registration","Final figure, complete","1998","7228",""
"Uruguay","1993","Total","Data tabulated by year of registration","Final figure, complete","1998","5768",""
"Uruguay","1992","Total","Data tabulated by year of registration","Final figure, complete","1998","7998",""
"Uruguay","1991","Total","Data tabulated by year of registration","Final figure, complete","1992","9800",""
"Uruguay","1990","Total","Data tabulated by year of registration","Final figure, complete","1991","6840",""
"Uruguay","1989","Total","Data tabulated by year of registration","Final figure, complete","1979","6063","7"
"Uruguay","1988","Total","Data tabulated by year of registration","Final figure, complete","1979","6376","7"
"Uruguay","1987","Total","Data tabulated by year of registration","Final figure, complete","1994","4611","7"
"Uruguay","1986","Total","Data tabulated by year of registration","Final figure, complete","1989","4191","7"
"Uruguay","1985","Total","Data tabulated by year of registration","Final figure, complete","1987","4144","7"
"Uruguay","1984","Total","Data tabulated by year of registration","Final figure, complete","1985","2967","7"
"Uruguay","1983","Total","Data tabulated by year of registration","Final figure, complete","1985","3024","7"
"Uruguay","1982","Total","Data tabulated by year of registration","Final figure, complete","1984","3706","7"
"Uruguay","1981","Total","Data tabulated by year of registration","Final figure, complete","1984","4297","7"
"Uruguay","1980","Total","Data tabulated by year of registration","Final figure, complete","1984","4527","7"
"Uruguay","1979","Total","Data tabulated by year of registration","Final figure, complete","1983","3155","7"
"Uruguay","1978","Total","Data tabulated by year of registration","Final figure, complete","1980","3676","7"
"Uruguay","1977","Total","Data tabulated by year of registration","Final figure, complete","1979","5044","7"
"Uruguay","1976","Total","Data tabulated by year of registration","Final figure, complete","1979","3638","7"
"Uruguay","1975","Total","Data tabulated by year of registration","Final figure, complete","1979","3430","7"
"Uruguay","1974","Total","Data tabulated by year of registration","Final figure, complete","1978","4160","7"
"Uruguay","1973","Total","Data tabulated by year of registration","Final figure, complete","1978","3880","7"
"Uruguay","1972","Total","Data tabulated by year of registration","Final figure, complete","1975","3008","7"
"Uruguay","1971","Total","Data tabulated by year of registration","Final figure, complete","1976","2881","7"
"Uruguay","1970","Total","Data tabulated by year of registration","Final figure, complete","1976","2927","7"
"Uruguay","1969","Total","Data tabulated by year of registration","Final figure, complete","1971","2960","7"
"Uruguay","1968","Total","Data tabulated by year of registration","Final figure, complete","1976","2823","7"
"Uruguay","1967","Total","Data tabulated by year of registration","Final figure, complete","1976","3019","7"
"Uruguay","1966","Total","Data tabulated by year of registration","Final figure, complete","1976","2751","7"
"Uruguay","1965","Total","Data tabulated by year of registration","Final figure, complete","1976","2301","7"
"Uruguay","1964","Total","Data tabulated by year of registration","Final figure, complete","1976","2238","7"
"Uruguay","1963","Total","Data tabulated by year of registration","Final figure, complete","1976","2571","7"
"Uruguay","1962","Total","Data tabulated by year of registration","Final figure, complete","1966","1432","7"
"Uruguay","1961","Total","Data tabulated by year of registration","Final figure, complete","1964","1798","7"
"Uruguay","1960","Total","Data tabulated by year of registration","Final figure, complete","1964","1720","7"
"Uruguay","1959","Total","Data tabulated by year of registration","Final figure, complete","1963","2083","7"
"Uruguay","1958","Total","Data tabulated by year of registration","Final figure, complete","1963","1817","7"
"Uruguay","1957","Total","Data tabulated by year of registration","Final figure, complete","1963","1578","7"
"Uruguay","1956","Total","Data tabulated by year of registration","Final figure, complete","1963","1664","7"
"Uruguay","1955","Total","Data tabulated by year of registration","Final figure, complete","1963","1517","7"
"Uruguay","1954","Total","Data tabulated by year of registration","Final figure, complete","1963","1525","7"
"Uruguay","1953","Total","Data tabulated by year of registration","Final figure, complete","1960","1616","7"
"Uruguay","1952","Total","Data tabulated by year of registration","Final figure, complete","1960","1574","7"
"Uruguay","1951","Total","Data tabulated by year of registration","Final figure, complete","1960","1437","7"
"Uruguay","1950","Total","Data tabulated by year of registration","Final figure, complete","1960","1367","7"
"Uruguay","1949","Total","Data tabulated by year of registration","Final figure, complete","1960","1320","7"
"Uruguay","1948","Total","Data tabulated by year of registration","Final figure, complete","1960","1102","7"
